original_column_name,column_name,column_description,data_format,value_description
vin_character_10,vin_character_10,,TEXT,
mcid_identification_number,mcid_identification_number,,TEXT,
consecutive_number,consecutive_number,,DOUBLE,
hazardous_material_class_number,hazardous_material_class_number,,DOUBLE,
make_model_combined,make_model_combined,,DOUBLE,
hazardous_material_identification_number,hazardous_material_identification_number,,DOUBLE,
vin_character_6,vin_character_6,,TEXT,
vin_character_12,vin_character_12,,TEXT,
vin_character_4,vin_character_4,,TEXT,
vin_character_1,vin_character_1,,TEXT,
vin_character_5,vin_character_5,,TEXT,
vin_character_11,vin_character_11,,TEXT,
vehicle_number,vehicle_number,,DOUBLE,
vin_character_8,vin_character_8,,TEXT,
vehicle_model,vehicle_model,,DOUBLE,
vin_character_9,vin_character_9,,TEXT,
motor_carrier_identification_number_mcid,motor_carrier_identification_number_mcid,,TEXT,
state_number,state_number,,DOUBLE,
vin_character_3,vin_character_3,,TEXT,
vin_character_2,vin_character_2,,TEXT,
vehicle_identification_number_vin,vehicle_identification_number_vin,,TEXT,
vin_character_7,vin_character_7,,TEXT,
day_of_crash,day_of_crash,,DOUBLE,
underride_override,underride_override,,DOUBLE,
cargo_body_type_name,cargo_body_type_name,,TEXT,
pre_event_movement_prior_to_recognition_of_critical_event,pre_event_movement_prior_to_recognition_of_critical_event,,DOUBLE,
driver_presence,driver_presence,,TEXT,
vehicle_make,vehicle_make,,DOUBLE,
attempted_avoidance_maneuver_name,attempted_avoidance_maneuver_name,,TEXT,
roadway_surface_type,roadway_surface_type,,TEXT,
bus_use,bus_use,,TEXT,
year_of_last_crash_suspension_or_conviction,year_of_last_crash_suspension_or_conviction,,DOUBLE,
drivers_zip_code,drivers_zip_code,,DOUBLE,
related_factors_driver_level_1,related_factors_driver_level_1,,DOUBLE,
most_harmful_event,most_harmful_event,,DOUBLE,
vehicle_model_year,vehicle_model_year,,DOUBLE,
special_use,special_use,,DOUBLE,
crash_type,crash_type,,DOUBLE,
vehicle_removal,vehicle_removal,,TEXT,
crash_type_name,crash_type_name,,TEXT,
jackknife,jackknife,,TEXT,
related_factors_vehicle_level_1,related_factors_vehicle_level_1,,DOUBLE,
traffic_control_device_functioning,traffic_control_device_functioning,,TEXT,
timestamp_of_crash,timestamp_of_crash,,DOUBLE,
body_type_name,body_type_name,,TEXT,
special_use_name,special_use_name,,TEXT,
hit_and_run,hit_and_run,,TEXT,
vehicle_make_name,vehicle_make_name,,TEXT,
previous_recorded_suspensions_and_revocations,previous_recorded_suspensions_and_revocations,,DOUBLE,
initial_contact_point,initial_contact_point,,DOUBLE,
mcid_issuing_authority,mcid_issuing_authority,,DOUBLE,
related_factors_driver_level_3,related_factors_driver_level_3,,DOUBLE,
critical_event_precrash_name,critical_event_precrash_name,,TEXT,
hour_of_crash,hour_of_crash,,DOUBLE,
attempted_avoidance_maneuver,attempted_avoidance_maneuver,,DOUBLE,
unit_type,unit_type,,TEXT,
driver_drinking,driver_drinking,,TEXT,
fire_occurrence,fire_occurrence,,TEXT,
manner_of_collision,manner_of_collision,,DOUBLE,
extent_of_damage,extent_of_damage,,TEXT,
rollover,rollover,,TEXT,
vehicle_configuration_name,vehicle_configuration_name,,TEXT,
roadway_alignment,roadway_alignment,,TEXT,
driver_height,driver_height,,DOUBLE,
travel_speed,travel_speed,,DOUBLE,
related_factors_vehicle_level_2,related_factors_vehicle_level_2,,DOUBLE,
previous_dwi_convictions,previous_dwi_convictions,,DOUBLE,
vehicle_trailing,vehicle_trailing,,TEXT,
emergency_motor_vehicle_use,emergency_motor_vehicle_use,,TEXT,
related_factors_driver_level_4,related_factors_driver_level_4,,DOUBLE,
pre_impact_stability,pre_impact_stability,,TEXT,
hazardous_material_involvement,hazardous_material_involvement,,TEXT,
roadway_surface_condition,roadway_surface_condition,,DOUBLE,
year_of_first_crash_suspension_or_conviction,year_of_first_crash_suspension_or_conviction,,DOUBLE,
traffic_control_device,traffic_control_device,,DOUBLE,
driver_weight,driver_weight,,DOUBLE,
compliance_with_cdl_endorsements,compliance_with_cdl_endorsements,,TEXT,
minute_of_crash,minute_of_crash,,DOUBLE,
roadway_surface_condition_name,roadway_surface_condition_name,,TEXT,
month_of_first_crash_suspension_or_conviction,month_of_first_crash_suspension_or_conviction,,DOUBLE,
registration_state,registration_state,,DOUBLE,
previous_recorded_crashes,previous_recorded_crashes,,DOUBLE,
speed_limit,speed_limit,,DOUBLE,
number_of_motor_vehicles_in_transport_mvit,number_of_motor_vehicles_in_transport_mvit,,DOUBLE,
month_of_crash,month_of_crash,,DOUBLE,
fatalities_in_vehicle,fatalities_in_vehicle,,DOUBLE,
speeding_related,speeding_related,,TEXT,
registration_state_name,registration_state_name,,TEXT,
non_cdl_license_type,non_cdl_license_type,,TEXT,
first_harmful_event_name,first_harmful_event_name,,TEXT,
related_factors_driver_level_2,related_factors_driver_level_2,,DOUBLE,
previous_speeding_convictions,previous_speeding_convictions,,DOUBLE,
location_of_rollover,location_of_rollover,,TEXT,
vehicle_configuration,vehicle_configuration,,DOUBLE,
critical_event_precrash,critical_event_precrash,,DOUBLE,
release_of_hazardous_material_from_the_cargo_compartment,release_of_hazardous_material_from_the_cargo_compartment,,TEXT,
commercial_motor_vehicle_license_status,commercial_motor_vehicle_license_status,,DOUBLE,
compliance_with_license_restrictions,compliance_with_license_restrictions,,DOUBLE,
month_of_last_crash_suspension_or_conviction,month_of_last_crash_suspension_or_conviction,,DOUBLE,
total_lanes_in_roadway,total_lanes_in_roadway,,DOUBLE,
number_of_occupants,number_of_occupants,,DOUBLE,
body_type,body_type,,DOUBLE,
non_cdl_license_status,non_cdl_license_status,,DOUBLE,
first_harmful_event,first_harmful_event,,DOUBLE,
cargo_body_type,cargo_body_type,,DOUBLE,
gross_vehicle_weight_rating,gross_vehicle_weight_rating,,TEXT,
pre_impact_location,pre_impact_location,,DOUBLE,
drivers_license_state,drivers_license_state,,DOUBLE,
license_compliance_with_class_of_vehicle,license_compliance_with_class_of_vehicle,,TEXT,
registered_vehicle_owner,registered_vehicle_owner,,DOUBLE,
trafficway_description,trafficway_description,,TEXT,
hazardous_material_placard,hazardous_material_placard,,DOUBLE,
roadway_grade,roadway_grade,,TEXT,
previous_other_moving_violation_convictions,previous_other_moving_violation_convictions,,DOUBLE,
registered_vehicle_owner_name,registered_vehicle_owner_name,,TEXT,
